 SL NO.,Comment,Emotion
1544,আমার দুই চোখের মণি প্রাণপ্রিয় চাচ্চু,Positive
1545,আমার অহংকার সৎ ও আদর্শবান মানবতার ফেরিওয়ালা প্রিয় মানুষটিকে সবসময় সুস্থ থাক ভালো থাকুক,Positive
1546,ভালোবাসা অভিরিম প্রিয় মুখ অবাইদুল কাদের চাচ্চু,Positive
1547,মনে হচ্ছে বিশাল বড় এক কমেডিয়ান,Positive
1548,একটা প্রশ্ন আপনার কাছে.. মাসুদ কি এখনো ভালো হয় নি???,Positive
1549,একজন ছেলে হয়েও আপনার উপর ক্রাশ খাই,Positive
1550,"এই কোডটি অনেক সুন্দর, কিন্তু আপনাকে মানায়নি",Positive
1551,প্রথমে ভাবছিলাম এত ফলোয়ার ।এখন দেখছি সবগোলাই ট্রলার।,Positive
1552,ভালোবাসার আরেক নাম কাক্কু কাদের,Positive
1553,ভালোবাসা প্রিয় মুখ অবাইদুল কাদের চাচ্চু খুব ভালোবাসি প্রিয় মানুষটিকে সবসময় সুস্থ থাক ভালো থাকুক এই প্রার্থনা করি,Positive
1554,আমার অহংকার সৎ ও আদর্শবান মানবতার ফেরিওয়ালা প্রিয় মুখ অবাইদুল কাদের চাচ্চু খুব ভালোবাসি,Positive
1555,"লিডার আপনার জন্য দোয়া ও শুভকামনা রইল সবসময়,,,,",Positive
1556,কিলার অফ ডেল্টা ভ্যারিয়েন্ট!পুলিশকে ফাঁকি দিলেও করোনা কে ফাঁকি দেয়া যাবে না!!,Positive
1557,ভালোবাসা অবিরাম,Positive
1558,ও কাকা মোরা তো লক ডাউনে না খেয়ে আছি মোগো কিছু চাউল ডাউল দেন,Positive
1559,হলো ডেল্টা ভেরিয়েন্টের ১৫টি নমুনা অর্থাৎ ১৫টি ছবি। এর থেকে সবাই সাবধান থাকবেন। কাদের কাকাকে ধন্যবাদ এই ছবিগুলো শেয়ার করার জন্য।,Positive
1560,ফুল ছাড়া ছবি কেন?,Positive
1561,ভালোবাসা অভিরিম পুষ্পিত শুভেচ্ছা রইলো প্রিয় ভাই,Positive
1562,এ কাগা তুমি খালি মিয়া ইংলিশ লেহো কেন আমি বুজি না এর জন্য ই কি যুদ্ধ করছিল বাবা কাহা রা,Positive
1563,একা একা ভালো লাগে না,Positive
1564,আমরা করনার চেয়ে শক্তিশালী,Positive
